INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1963-031A","634","PAYLOAD","SYNCOM 2 (A 26)","US","1963-07-26","AFETR","","1436.14","34.93","35805","35770","","","0","LARGE","6765","1963","31","A","Y","SYNCOM 2 (A 26)","1963-031A","634"
"1964-047A","858","PAYLOAD","SYNCOM 3","US","1964-08-19","AFETR","","1436.35","0.63","35812","35771","","","0","LARGE","6761","1964","47","A","Y","SYNCOM 3","1964-047A","858"
"1965-028A","1317","PAYLOAD","INTELSAT 1-F1","ITSO","1965-04-06","AFETR","","1435.21","0.80","35784","35754","","","0","MEDIUM","6764","1965","28","A","Y","INTELSAT 1-F1","1965-028A","1317"
"1966-110A","2608","PAYLOAD","ATS 1","US","1966-12-07","AFETR","","1435.72","1.79","35806","35752","","","0","LARGE","6764","1966","110","A","Y","ATS 1","1966-110A","2608"
"1967-001A","2639","PAYLOAD","INTELSAT 2-F2","ITSO","1967-01-11","AFETR","","1435.85","3.55","35836","35727","","","0","LARGE","6764","1967","1","A","Y","INTELSAT 2-F2","1967-001A","2639"
"1967-026A","2717","PAYLOAD","INTELSAT 2-F3","ITSO","1967-03-23","AFETR","","1437.09","2.70","35905","35707","","","0","LARGE","6765","1967","26","A","Y","INTELSAT 2-F3","1967-026A","2717"
"1967-094A","2969","PAYLOAD","INTELSAT 2-F4","ITSO","1967-09-28","AFETR","","1434.61","2.71","35813","35701","","","0","LARGE","6765","1967","94","A","Y","INTELSAT 2-F4","1967-094A","2969"
"1967-111A","3029","PAYLOAD","ATS 3","US","1967-11-05","AFETR","","1436.09","3.64","35844","35729","","","0","LARGE","6763","1967","111","A","Y","ATS 3","1967-111A","3029"
"1968-081C","3430","PAYLOAD","ERS 21 (OV5-4)","US","1968-09-26","AFETR","","1435.75","3.00","35785","35775","","3","0","SMALL","6151","1968","81","C","Y","ERS 21 (OV5-4)","1968-081C","3430"
"1968-081D","3431","PAYLOAD","LES 6","US","1968-09-26","AFETR","","1435.91","5.51","35838","35728","","","0","LARGE","6765","1968","81","D","Y","LES 6","1968-081D","3431"
"1969-013A","3691","PAYLOAD","OPS 0757 (TACSAT)","US","1969-02-09","AFETR","","1433.83","3.92","35825","35659","","","0","MEDIUM","6765","1969","13","A","Y","OPS 0757 (TACSAT)","1969-013A","3691"
"1969-069A","4068","PAYLOAD","ATS 5","US","1969-08-12","AFETR","","1447.35","6.77","36035","35978","","","0","LARGE","6765","1969","69","A","Y","ATS 5","1969-069A","4068"
"1969-101A","4250","PAYLOAD","SKYNET 1","UK","1969-11-22","AFETR","","1436.12","6.33","35880","35694","","","0","LARGE","6765","1969","101","A","Y","SKYNET 1","1969-101A","4250"
"1970-021A","4353","PAYLOAD","NATO 2A","NATO","1970-03-20","AFETR","","1435.96","7.00","35797","35771","","","0","LARGE","6764","1970","21","A","Y","NATO 2A","1970-021A","4353"
"1970-032A","4376","PAYLOAD","INTELSAT 3-F7","ITSO","1970-04-23","AFETR","","1436.24","4.49","35815","35764","","","0","SMALL","6765","1970","32","A","Y","INTELSAT 3-F7","1970-032A","4376"
"1971-009A","4902","PAYLOAD","NATO 2B","NATO","1971-02-03","AFETR","","1436.09","7.89","35794","35779","","","0","LARGE","6765","1971","9","A","Y","NATO 2B","1971-009A","4902"
"1971-095A","5587","PAYLOAD","OPS 9431 (DSCS 2-1)","US","1971-11-03","AFETR","","1436.15","8.34","35812","35763","","","0","LARGE","6761","1971","95","A","Y","OPS 9431 (DSCS 2-1)","1971-095A","5587"
"1971-095B","5588","PAYLOAD","OPS 9432 (DSCS 2-2)","US","1971-11-03","AFETR","","1437.85","8.29","35852","35790","","","0","LARGE","6765","1971","95","B","Y","OPS 9432 (DSCS 2-2)","1971-095B","5588"
"1971-116A","5709","PAYLOAD","INTELSAT 4-F3","ITSO","1971-12-20","AFETR","","1445.54","12.51","36026","35916","","","0","LARGE","6765","1971","116","A","Y","INTELSAT 4-F3","1971-116A","5709"
"1972-003A","5775","PAYLOAD","INTELSAT 4-F4","ITSO","1972-01-23","AFETR","","1442.45","12.69","35930","35891","","","0","LARGE","6765","1972","3","A","Y","INTELSAT 4-F4","1972-003A","5775"
"1972-041A","6052","PAYLOAD","INTELSAT 4-F5","ITSO","1972-06-13","AFETR","","1438.21","11.97","35841","35815","","","0","MEDIUM","6764","1972","41","A","Y","INTELSAT 4-F5","1972-041A","6052"
"1973-023A","6437","PAYLOAD","ANIK A2 (TELESAT 2)","CA","1973-04-20","AFETR","","1442.91","12.80","35984","35855","","","0","LARGE","6765","1973","23","A","Y","ANIK A2 (TELESAT 2)","1973-023A","6437"
"1974-022A","7250","PAYLOAD","WESTAR 1","US","1974-04-13","AFETR","","1441.61","12.86","35935","35854","","","0","LARGE","6765","1974","22","A","Y","WESTAR 1","1974-022A","7250"
"1974-039C","7324","ROCKET BODY","TITAN 3C TRANSTAGE R/B","US","1974-05-30","AFETR","","1430.37","9.44","35778","35570","","","0","LARGE","6763","1974","39","C","Y","TITAN 3C TRANSTAGE R/B","1974-039C","7324"
"1974-060A","7392","PAYLOAD","MOLNIYA 1-S","CIS","1974-07-29","TTMTR","","1435.38","8.12","35799","35746","","","0","LARGE","6765","1974","60","A","Y","MOLNIYA 1-S","1974-060A","7392"
"1974-075A","7466","PAYLOAD","WESTAR 2","US","1974-10-10","AFETR","","1442.04","12.93","35909","35897","","","0","LARGE","6764","1974","75","A","Y","WESTAR 2","1974-075A","7466"
"1974-093A","7544","PAYLOAD","INTELSAT 4-F8","ITSO","1974-11-21","AFETR","","1442.99","13.34","35930","35913","","","0","LARGE","6763","1974","93","A","Y","INTELSAT 4-F8","1974-093A","7544"
"1974-094A","7547","PAYLOAD","SKYNET 2B","UK","1974-11-23","AFETR","","1434.47","10.05","35767","35743","","","0","LARGE","6764","1974","94","A","Y","SKYNET 2B","1974-094A","7547"
"1974-101A","7578","PAYLOAD","SYMPHONIE 1","FGER","1974-12-19","AFETR","","1440.62","11.11","35900","35850","","","0","LARGE","6764","1974","101","A","Y","SYMPHONIE 1","1974-101A","7578"
"1975-011A","7648","PAYLOAD","SMS 2","US","1975-02-06","AFETR","","1447.09","11.87","36042","35961","","","0","LARGE","6765","1975","11","A","Y","SMS 2","1975-011A","7648"
"1975-038A","7790","PAYLOAD","ANIK A3 (TELESAT-3)","CA","1975-05-07","AFETR","","1439.27","13.16","35872","35826","","","0","LARGE","6765","1975","38","A","Y","ANIK A3 (TELESAT-3)","1975-038A","7790"
"1975-077A","8132","PAYLOAD","SYMPHONIE 2","FGER","1975-08-27","AFETR","","1440.36","10.63","35909","35831","","","0","LARGE","6764","1975","77","A","Y","SYMPHONIE 2","1975-077A","8132"
"1975-091A","8330","PAYLOAD","INTELSAT 4A-F1","ITSO","1975-09-26","AFETR","","1440.94","13.25","35892","35870","","","0","LARGE","6764","1975","91","A","Y","INTELSAT 4A-F1","1975-091A","8330"
"1975-097A","8357","PAYLOAD","COSMOS 775","CIS","1975-10-08","TTMTR","","1437.29","9.09","35850","35770","","","0","LARGE","6761","1975","97","A","Y","COSMOS 775","1975-097A","8357"
"1975-100A","8366","PAYLOAD","GOES 1 (SMS-C)","US","1975-10-16","AFETR","","1435.84","11.11","35808","35755","","","0","LARGE","6765","1975","100","A","Y","GOES 1 (SMS-C)","1975-100A","8366"
"1975-117A","8476","PAYLOAD","SATCOM 1","US","1975-12-13","AFETR","","1445.73","13.37","36042","35908","","","0","LARGE","6765","1975","117","A","Y","SATCOM 1","1975-117A","8476"
"1975-123A","8513","PAYLOAD","RADUGA 1","CIS","1975-12-22","TTMTR","","1435.80","9.49","35798","35764","","","0","LARGE","6764","1975","123","A","Y","RADUGA 1","1975-123A","8513"
"1976-004A","8585","PAYLOAD","CTS","CA","1976-01-17","AFETR","","1435.53","10.54","35830","35721","","","0","LARGE","6765","1976","4","A","Y","CTS","1976-004A","8585"
"1976-010A","8620","PAYLOAD","INTELSAT 4A-F2","ITSO","1976-01-29","AFETR","","1444.48","13.32","35978","35924","","","0","LARGE","6765","1976","10","A","Y","INTELSAT 4A-F2","1976-010A","8620"
"1976-023A","8746","PAYLOAD","LES 8","US","1976-03-15","AFETR","","1436.16","16.92","35879","35696","","","0","LARGE","6763","1976","23","A","Y","LES 8","1976-023A","8746"
"1976-023B","8747","PAYLOAD","LES 9","US","1976-03-15","AFETR","","1436.11","16.89","35873","35701","","","0","LARGE","6763","1976","23","B","Y","LES 9","1976-023B","8747"
"1976-035A","8808","PAYLOAD","NATO 3A","NATO","1976-04-22","AFETR","","1442.16","10.89","36012","35798","","","0","LARGE","6765","1976","35","A","Y","NATO 3A","1976-035A","8808"
"1976-042A","8838","PAYLOAD","COMSTAR 1","US","1976-05-13","AFETR","","1442.59","13.33","35946","35881","","","0","LARGE","6765","1976","42","A","Y","COMSTAR 1","1976-042A","8838"
"1976-066A","9009","PAYLOAD","PALAPA 1","INDO","1976-07-08","AFETR","","1438.73","13.21","35847","35830","","","0","LARGE","6765","1976","66","A","Y","PALAPA 1","1976-066A","9009"
"1976-073A","9047","PAYLOAD","COMSTAR 2","US","1976-07-22","AFETR","","1440.15","13.25","35883","35849","","","0","LARGE","6763","1976","73","A","Y","COMSTAR 2","1976-073A","9047"
"1976-092A","9416","PAYLOAD","RADUGA 2","CIS","1976-09-11","TTMTR","","1435.96","10.13","35914","35654","","","0","MEDIUM","6765","1976","92","A","Y","RADUGA 2","1976-092A","9416"
"1976-107A","9503","PAYLOAD","EKRAN 1","CIS","1976-10-26","TTMTR","","1435.39","10.21","36030","35516","","","0","LARGE","6763","1976","107","A","Y","EKRAN 1","1976-107A","9503"
"1977-014A","9852","PAYLOAD","KIKU 2 (ETS 2)","JPN","1977-02-23","TNSTA","","1439.66","11.64","35877","35836","","","0","LARGE","6764","1977","14","A","Y","KIKU 2 (ETS 2)","1977-014A","9852"
"1977-018A","9862","PAYLOAD","PALAPA 2","INDO","1977-03-10","AFETR","","1439.33","13.61","35874","35826","","","0","LARGE","6764","1977","18","A","Y","PALAPA 2","1977-018A","9862"
"1977-041A","10024","PAYLOAD","INTELSAT 4A-F4","ITSO","1977-05-26","AFETR","","1448.07","13.82","36065","35976","","","0","LARGE","6765","1977","41","A","Y","INTELSAT 4A-F4","1977-041A","10024"
"1977-048A","10061","PAYLOAD","GOES 2","US","1977-06-16","AFETR","","1448.66","12.46","36110","35954","","","0","LARGE","6764","1977","48","A","Y","GOES 2","1977-048A","10061"
"1977-071A","10159","PAYLOAD","RADUGA 3","CIS","1977-07-23","TTMTR","","1435.80","10.70","35810","35752","","","0","LARGE","6765","1977","71","A","Y","RADUGA 3","1977-071A","10159"
"1977-080A","10294","PAYLOAD","SIRIO","IT","1977-08-25","AFETR","","1436.09","12.89","35811","35762","","","0","MEDIUM","6762","1977","80","A","Y","SIRIO","1977-080A","10294"
"1977-092A","10365","PAYLOAD","EKRAN 2","CIS","1977-09-20","TTMTR","","1435.60","10.80","35957","35597","","","0","LARGE","6764","1977","92","A","Y","EKRAN 2","1977-092A","10365"
"1977-108A","10489","PAYLOAD","METEOSAT 1","ESA","1977-11-23","AFETR","","1437.66","11.48","35881","35753","","","0","LARGE","6765","1977","108","A","Y","METEOSAT 1","1977-108A","10489"
"1978-002A","10557","PAYLOAD","INTELSAT 4A-F3","ITSO","1978-01-07","AFETR","","1441.43","13.76","35912","35870","","","0","LARGE","6764","1978","2","A","Y","INTELSAT 4A-F3","1978-002A","10557"
"1978-012A","10637","PAYLOAD","IUE","US","1978-01-26","AFETR","","1438.98","42.41","42616","29070","","","0","LARGE","6765","1978","12","A","Y","IUE","1978-012A","10637"
"1978-035A","10778","PAYLOAD","INTELSAT 4A-F6","ITSO","1978-03-31","AFETR","","1437.04","13.59","35840","35770","","","0","LARGE","6765","1978","35","A","Y","INTELSAT 4A-F6","1978-035A","10778"
"1978-039A","10792","PAYLOAD","YURI (BSE)","JPN","1978-04-07","AFETR","","1436.58","11.79","35875","35717","","","0","LARGE","6765","1978","39","A","Y","YURI (BSE)","1978-039A","10792"
"1978-062A","10953","PAYLOAD","GOES 3","US","1978-06-16","AFETR","","1449.24","12.65","36065","36022","","","0","LARGE","6765","1978","62","A","Y","GOES 3","1978-062A","10953"
"1978-071A","10981","PAYLOAD","GEOS 2","ESA","1978-07-14","AFETR","","1449.05","11.89","36072","36007","","","0","LARGE","6764","1978","71","A","Y","GEOS 2","1978-071A","10981"
"1978-073A","10987","PAYLOAD","RADUGA 4","CIS","1978-07-18","TTMTR","","1435.62","11.26","35834","35720","","","0","MEDIUM","6765","1978","73","A","Y","RADUGA 4","1978-073A","10987"
"1978-116A","11153","PAYLOAD","ANIK B1 (TELESAT-4)","CA","1978-12-16","AFETR","","1442.69","13.99","36000","35831","","","0","LARGE","6765","1978","116","A","Y","ANIK B1 (TELESAT-4)","1978-116A","11153"
"1978-118A","11158","PAYLOAD","GORIZONT 1","CIS","1978-12-19","TTMTR","","1436.61","13.79","50816","20777","","","0","LARGE","6765","1978","118","A","Y","GORIZONT 1","1978-118A","11158"
"1979-015A","11273","PAYLOAD","EKRAN 3","CIS","1979-02-21","TTMTR","","1436.79","11.51","35973","35627","","","0","LARGE","6765","1979","15","A","Y","EKRAN 3","1979-015A","11273"
"1979-035A","11343","PAYLOAD","RADUGA 5","CIS","1979-04-25","TTMTR","","1436.44","11.66","35799","35787","","","0","MEDIUM","6764","1979","35","A","Y","RADUGA 5","1979-035A","11343"
"1979-062A","11440","PAYLOAD","GORIZONT 2","CIS","1979-07-05","TTMTR","","1435.59","11.99","35805","35748","","","0","LARGE","6765","1979","62","A","Y","GORIZONT 2","1979-062A","11440"
"1979-072A","11484","PAYLOAD","WESTAR 3","US","1979-08-10","AFETR","","1440.61","14.26","35904","35846","","","0","LARGE","6763","1979","72","A","Y","WESTAR 3","1979-072A","11484"
"1979-087A","11561","PAYLOAD","EKRAN 4","CIS","1979-10-03","TTMTR","","1436.13","11.89","35795","35779","","","0","MEDIUM","6765","1979","87","A","Y","EKRAN 4","1979-087A","11561"
"1975-123F","11568","ROCKET BODY","SL-12 R/B(2)","CIS","1975-12-22","TTMTR","","1433.13","9.24","35779","35678","","","0","LARGE","6762","1975","123","F","Y","SL-12 R/B(2)","1975-123F","11568"
"1977-092H","11581","DEBRIS","EKRAN 2 DEB","CIS","1977-09-20","TTMTR","","1436.75","10.71","35823","35776","","","0","LARGE","6765","1977","92","H","Y","EKRAN 2 DEB","1977-092H","11581"
"1979-105A","11648","PAYLOAD","GORIZONT 3","CIS","1979-12-28","TTMTR","","1436.42","12.12","35833","35753","","","0","LARGE","6764","1979","105","A","Y","GORIZONT 3","1979-105A","11648"
"1980-004A","11669","PAYLOAD","OPS 6393 (FLTSATCOM 3)","US","1980-01-18","AFETR","","1436.20","11.55","35883","35694","","","0","LARGE","6765","1980","4","A","Y","OPS 6393 (FLTSATCOM 3)","1980-004A","11669"
"1975-097F","11676","ROCKET BODY","SL-12 R/B(2)","CIS","1975-10-08","TTMTR","","1438.26","9.10","35912","35746","","","0","LARGE","6764","1975","97","F","Y","SL-12 R/B(2)","1975-097F","11676"
"1980-016A","11708","PAYLOAD","RADUGA 6","CIS","1980-02-20","TTMTR","","1436.34","11.95","35805","35778","","","0","LARGE","6764","1980","16","A","Y","RADUGA 6","1980-016A","11708"
"1980-060A","11890","PAYLOAD","EKRAN 5","CIS","1980-07-15","TTMTR","","1436.08","0.05","35834","35738","","3","0","","5799","1980","60","A","Y","EKRAN 5","1980-060A","11890"
"1980-081A","12003","PAYLOAD","RADUGA 7","CIS","1980-10-05","TTMTR","","1436.10","12.09","35836","35738","","","0","LARGE","6765","1980","81","A","Y","RADUGA 7","1980-081A","12003"
"1980-091A","12065","PAYLOAD","SBS 1","US","1980-11-15","AFETR","","1442.46","14.30","35920","35902","","","0","LARGE","6764","1980","91","A","Y","SBS 1","1980-091A","12065"
"1980-104A","12120","PAYLOAD","EKRAN 6","CIS","1980-12-26","TTMTR","","1436.23","12.32","35831","35747","","","0","LARGE","6765","1980","104","A","Y","EKRAN 6","1980-104A","12120"
"1981-018A","12309","PAYLOAD","ESIAFI 1 (COMSTAR 4)","US","1981-02-21","AFETR","","1435.92","13.57","35811","35755","","","0","LARGE","6762","1981","18","A","Y","ESIAFI 1 (COMSTAR 4)","1981-018A","12309"
"1981-027A","12351","PAYLOAD","RADUGA 8","CIS","1981-03-18","TTMTR","","1434.23","12.40","36097","35403","","","0","LARGE","6764","1981","27","A","Y","RADUGA 8","1981-027A","12351"
"1980-081F","12447","ROCKET BODY","SL-12 R/B(2)","CIS","1980-10-05","TTMTR","","1440.52","12.29","35909","35837","","","0","LARGE","6765","1980","81","F","Y","SL-12 R/B(2)","1980-081F","12447"
"1981-049A","12472","PAYLOAD","GOES 5","US","1981-05-22","AFETR","","1435.83","13.85","35806","35757","","","0","LARGE","6765","1981","49","A","Y","GOES 5","1981-049A","12472"
"1981-057B","12545","PAYLOAD","APPLE","IND","1981-06-19","FRGUI","","1439.28","12.83","35938","35760","","","0","LARGE","6765","1981","57","B","Y","APPLE","1981-057B","12545"
"1981-061A","12564","PAYLOAD","EKRAN 7","CIS","1981-06-26","TTMTR","","1435.42","12.50","35804","35743","","","0","LARGE","6764","1981","61","A","Y","EKRAN 7","1981-061A","12564"
"1981-069A","12618","PAYLOAD","RADUGA 9","CIS","1981-07-30","TTMTR","","1436.79","12.54","35814","35787","","","0","LARGE","6765","1981","69","A","Y","RADUGA 9","1981-069A","12618"
"1981-076A","12677","PAYLOAD","HIMAWARI 2 (GMS 2)","JPN","1981-08-10","TNSTA","","1446.53","13.39","36041","35941","","","0","LARGE","6765","1981","76","A","Y","HIMAWARI 2 (GMS 2)","1981-076A","12677"
"1981-096A","12855","PAYLOAD","SBS 2","US","1981-09-24","AFETR","","1437.83","14.22","35835","35806","","","0","LARGE","6765","1981","96","A","Y","SBS 2","1981-096A","12855"
"1981-102A","12897","PAYLOAD","RADUGA 10","CIS","1981-10-09","TTMTR","","1436.26","12.60","35793","35787","","","0","LARGE","6765","1981","102","A","Y","RADUGA 10","1981-102A","12897"
"1981-114A","12967","PAYLOAD","SATCOM 3R","US","1981-11-20","AFETR","","1438.11","14.90","35861","35791","","","0","LARGE","6765","1981","114","A","Y","SATCOM 3R","1981-114A","12967"
"1981-119A","12994","PAYLOAD","INTELSAT 503","ITSO","1981-12-15","AFETR","","1447.75","14.67","36111","35917","","","0","LARGE","6765","1981","119","A","Y","INTELSAT 503","1981-119A","12994"
"1977-092J","12996","DEBRIS","EKRAN 2 DEB","CIS","1977-09-20","TTMTR","","1439.53","10.88","35910","35798","","","0","MEDIUM","6765","1977","92","J","Y","EKRAN 2 DEB","1977-092J","12996"
"1982-004A","13035","PAYLOAD","SATCOM 4","US","1982-01-16","AFETR","","1445.84","15.18","36051","35903","","","0","LARGE","6765","1982","4","A","Y","SATCOM 4","1982-004A","13035"
"1982-009A","13056","PAYLOAD","EKRAN 8","CIS","1982-02-05","TTMTR","","1440.75","12.89","36002","35753","","","0","LARGE","6762","1982","9","A","Y","EKRAN 8","1982-009A","13056"
"1982-014A","13069","PAYLOAD","WESTAR 4","US","1982-02-26","AFETR","","1443.41","15.10","35959","35900","","","0","LARGE","6764","1982","14","A","Y","WESTAR 4","1982-014A","13069"
"1982-031A","13129","PAYLOAD","INSAT 1A","IND","1982-04-10","AFETR","","1435.64","12.84","35870","35685","","","0","MEDIUM","6765","1982","31","A","Y","INSAT 1A","1982-031A","13129"
"1982-044A","13177","PAYLOAD","COSMOS 1366","CIS","1982-05-17","TTMTR","","1436.33","13.99","35823","35759","","","0","MEDIUM","6764","1982","44","A","Y","COSMOS 1366","1982-044A","13177"
"1982-082A","13431","PAYLOAD","ANIK D1 (TELESAT 6)","CA","1982-08-26","AFETR","","1438.04","14.90","35869","35781","","","0","LARGE","6764","1982","82","A","Y","ANIK D1 (TELESAT 6)","1982-082A","13431"
"1982-093A","13554","PAYLOAD","EKRAN 9","CIS","1982-09-16","TTMTR","","1435.14","12.74","35890","35646","","","0","MEDIUM","6764","1982","93","A","Y","EKRAN 9","1982-093A","13554"
"1982-103A","13624","PAYLOAD","GORIZONT 6","CIS","1982-10-20","TTMTR","","1436.03","12.86","35799","35772","","","0","LARGE","6764","1982","103","A","Y","GORIZONT 6","1982-103A","13624"
"1982-103E","13630","ROCKET BODY","SL-12 R/B(2)","CIS","1982-10-20","TTMTR","","1435.23","12.82","35808","35731","","","0","LARGE","6761","1982","103","E","Y","SL-12 R/B(2)","1982-103E","13630"
"1982-105A","13631","PAYLOAD","SATCOM C5","US","1982-10-28","AFETR","","1436.07","14.84","35819","35753","","","0","LARGE","6763","1982","105","A","Y","SATCOM C5","1982-105A","13631"
"1982-106D","13643","ROCKET BODY","TITAN 34D IUS R/B(2)","US","1982-10-30","AFETR","","1448.89","14.32","36240","35834","","","0","LARGE","6764","1982","106","D","Y","TITAN 34D IUS R/B(2)","1982-106D","13643"
"1982-110B","13651","PAYLOAD","SBS 3","US","1982-11-11","AFETR","","1441.15","15.03","35915","35856","","","0","LARGE","6762","1982","110","B","Y","SBS 3","1982-110B","13651"
"1982-110C","13652","PAYLOAD","ANIK C3 (TELESAT-5)","CA","1982-11-11","AFETR","","1441.23","15.03","35910","35864","","","0","LARGE","6764","1982","110","C","Y","ANIK C3 (TELESAT-5)","1982-110C","13652"
"1983-006A","13782","PAYLOAD","SAKURA 2A (CS-2A)","JPN","1983-02-04","TNSTA","","1448.64","14.39","36090","35974","","","0","LARGE","6764","1983","6","A","Y","SAKURA 2A (CS-2A)","1983-006A","13782"
"1983-028A","13974","PAYLOAD","RADUGA 12","CIS","1983-04-08","TTMTR","","1435.76","13.41","35800","35759","","","0","LARGE","6765","1983","28","A","Y","RADUGA 12","1983-028A","13974"
"1983-028F","13983","ROCKET BODY","SL-12 R/B(2)","CIS","1983-04-08","TTMTR","","1439.23","13.45","35939","35757","","","0","LARGE","6765","1983","28","F","Y","SL-12 R/B(2)","1983-028F","13983"
"1983-030A","13984","PAYLOAD","SATCOM 1R","US","1983-04-11","AFETR","","1442.01","15.22","35923","35882","","","0","LARGE","6765","1983","30","A","Y","SATCOM 1R","1983-030A","13984"
"1983-041A","14050","PAYLOAD","GOES 6","US","1983-04-28","AFETR","","1435.87","14.17","35795","35769","","","0","LARGE","6765","1983","41","A","Y","GOES 6","1983-041A","14050"
"1982-044F","14114","ROCKET BODY","SL-12 R/B(2)","CIS","1982-05-17","TTMTR","","1434.73","13.92","35812","35707","","","0","LARGE","6765","1982","44","F","Y","SL-12 R/B(2)","1982-044F","14114"
"1983-059C","14134","PAYLOAD","PALAPA B1","INDO","1983-06-18","AFETR","","1437.31","14.68","35834","35787","","","0","LARGE","6765","1983","59","C","Y","PALAPA B1","1983-059C","14134"
"1983-065A","14158","PAYLOAD","GALAXY 1","US","1983-06-28","AFETR","","1438.48","15.19","35859","35807","","","0","LARGE","6765","1983","65","A","Y","GALAXY 1","1983-065A","14158"
"1981-102F","14195","ROCKET BODY","SL-12 R/B(2)","CIS","1981-10-09","TTMTR","","1436.50","12.53","35820","35769","","","0","LARGE","6765","1981","102","F","Y","SL-12 R/B(2)","1981-102F","14195"
"1983-077A","14234","PAYLOAD","ARABSAT 1DR (TELSTAR 3A)","AB","1983-07-28","AFETR","","1446.82","15.36","36083","35909","","","0","LARGE","6765","1983","77","A","Y","ARABSAT 1DR (TELSTAR 3A)","1983-077A","14234"
"1983-089B","14318","PAYLOAD","INSAT 1B","IND","1983-08-30","AFETR","","1434.79","14.54","35800","35722","","","0","LARGE","6764","1983","89","B","Y","INSAT 1B","1983-089B","14318"
"1983-094A","14328","PAYLOAD","SATCOM 2R","US","1983-09-08","AFETR","","1448.61","15.38","36103","35959","","","0","LARGE","6765","1983","94","A","Y","SATCOM 2R","1983-094A","14328"
"1983-098A","14365","PAYLOAD","GALAXY 2","US","1983-09-22","AFETR","","1437.82","15.16","35848","35793","","","0","MEDIUM","6765","1983","98","A","Y","GALAXY 2","1983-098A","14365"
"1983-100A","14377","PAYLOAD","EKRAN 11","CIS","1983-09-29","TTMTR","","1435.76","13.12","35803","35757","","","0","LARGE","6765","1983","100","A","Y","EKRAN 11","1983-100A","14377"
"1983-105A","14421","PAYLOAD","INTELSAT 507","ITSO","1983-10-19","FRGUI","","1444.33","14.90","35976","35919","","","0","LARGE","6765","1983","105","A","Y","INTELSAT 507","1983-105A","14421"
"1983-118F","14548","ROCKET BODY","SL-12 R/B(2)","CIS","1983-11-30","TTMTR","","1435.53","13.44","35975","35577","","","0","MEDIUM","6763","1983","118","F","Y","SL-12 R/B(2)","1983-118F","14548"
"1984-016A","14725","PAYLOAD","RADUGA 14","CIS","1984-02-15","TTMTR","","1436.45","13.47","35803","35784","","","0","MEDIUM","6765","1984","16","A","Y","RADUGA 14","1984-016A","14725"
"1984-022A","14783","PAYLOAD","COSMOS 1540","CIS","1984-03-02","TTMTR","","1436.21","14.56","35807","35770","","","0","MEDIUM","6765","1984","22","A","Y","COSMOS 1540","1984-022A","14783"
"1984-031A","14867","PAYLOAD","COSMOS 1546","CIS","1984-03-29","TTMTR","","1435.90","13.53","35897","35669","","","0","MEDIUM","6765","1984","31","A","Y","COSMOS 1546","1984-031A","14867"
"1984-035A","14899","PAYLOAD","STTW-T2","PRC","1984-04-08","XSC","","1434.62","13.77","35777","35738","","","0","LARGE","6765","1984","35","A","Y","STTW-T2","1984-035A","14899"
"1984-041A","14940","PAYLOAD","GORIZONT 9","CIS","1984-04-22","TTMTR","","1436.38","13.53","35811","35773","","","0","LARGE","6764","1984","41","A","Y","GORIZONT 9","1984-041A","14940"
"1984-022F","14948","ROCKET BODY","SL-12 R/B(2)","CIS","1984-03-02","TTMTR","","1441.83","14.70","35988","35810","","","0","LARGE","6765","1984","22","F","Y","SL-12 R/B(2)","1984-022F","14948"
"1984-031F","14951","ROCKET BODY","SL-12 R/B(2)","CIS","1984-03-29","TTMTR","","1448.30","13.88","36072","35978","","","0","LARGE","6764","1984","31","F","Y","SL-12 R/B(2)","1984-031F","14951"
"1984-049A","14985","PAYLOAD","CHINASAT 5 (SPACENET 1)","PRC","1984-05-23","FRGUI","","1440.06","15.09","35901","35827","","","0","LARGE","6765","1984","49","A","Y","CHINASAT 5 (SPACENET 1)","1984-049A","14985"
"1984-063A","15057","PAYLOAD","RADUGA 15","CIS","1984-06-22","TTMTR","","1435.30","13.56","35775","35767","","","0","LARGE","6765","1984","63","A","Y","RADUGA 15","1984-063A","15057"
"1984-078A","15144","PAYLOAD","GORIZONT 10","CIS","1984-08-01","TTMTR","","1437.24","13.58","35833","35785","","","0","LARGE","6765","1984","78","A","Y","GORIZONT 10","1984-078A","15144"
"1984-080A","15152","PAYLOAD","HIMAWARI 3 (GMS 3)","JPN","1984-08-02","TNSTA","","1442.51","14.39","35935","35889","","","0","LARGE","6763","1984","80","A","Y","HIMAWARI 3 (GMS 3)","1984-080A","15152"
"1984-078F","15181","ROCKET BODY","SL-12 R/B(2)","CIS","1984-08-01","TTMTR","","1435.19","13.64","35849","35688","","","0","LARGE","6764","1984","78","F","Y","SL-12 R/B(2)","1984-078F","15181"
"1984-093D","15237","PAYLOAD","TELSTAR 302","US","1984-08-30","AFETR","","1443.11","15.26","35934","35914","","","0","LARGE","6764","1984","93","D","Y","TELSTAR 302","1984-093D","15237"
