INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1993-066A","22871","PAYLOAD","INTELSAT 701","ITSO","1993-10-22","FRGUI","","1449.81","5.21","36065","36044","","","0","LARGE","6765","1993","66","A","Y","INTELSAT 701","1993-066A","22871"
"1993-069A","22880","PAYLOAD","GORIZONT 28","CIS","1993-10-28","TTMTR","","1445.00","14.93","36078","35844","","","0","LARGE","6765","1993","69","A","Y","GORIZONT 28","1993-069A","22880"
"1993-069D","22883","ROCKET BODY","SL-12 R/B(2)","CIS","1993-10-28","TTMTR","","1433.13","14.81","35762","35695","","","0","LARGE","6765","1993","69","D","Y","SL-12 R/B(2)","1993-069D","22883"
"1993-072A","22907","PAYLOAD","GORIZONT 29","CIS","1993-11-18","TTMTR","","1438.12","14.87","35894","35759","","","0","LARGE","6764","1993","72","A","Y","GORIZONT 29","1993-072A","22907"
"1993-073A","22911","PAYLOAD","SOLIDARIDAD 1","MEX","1993-11-20","FRGUI","","1435.99","13.34","35813","35756","","","0","LARGE","6762","1993","73","A","Y","SOLIDARIDAD 1","1993-073A","22911"
"1993-077A","22927","PAYLOAD","TELSTAR 401","US","1993-12-16","AFETR","","1435.87","14.85","35800","35765","","","0","LARGE","6753","1993","77","A","Y","TELSTAR 401","1993-077A","22927"
"1994-002A","22963","PAYLOAD","GALS 1","CIS","1994-01-20","TTMTR","","1435.56","14.55","35808","35744","","","0","LARGE","6765","1994","2","A","Y","GALS 1","1994-002A","22963"
"1994-002D","22966","ROCKET BODY","SL-12 R/B(2)","CIS","1994-01-20","TTMTR","","1447.72","15.26","36179","35849","","","0","LARGE","6765","1994","2","D","Y","SL-12 R/B(2)","1994-002D","22966"
"1994-008A","22981","PAYLOAD","RADUGA 1-3","CIS","1994-02-05","TTMTR","","1436.63","14.92","35813","35781","","","0","LARGE","6765","1994","8","A","Y","RADUGA 1-3","1994-008A","22981"
"1994-012A","23010","PAYLOAD","RADUGA 31","CIS","1994-02-18","TTMTR","","1436.13","14.89","35803","35772","","","0","LARGE","6765","1994","12","A","Y","RADUGA 31","1994-012A","23010"
"1994-030A","23108","PAYLOAD","GORIZONT 30","CIS","1994-05-20","TTMTR","","1434.53","14.83","35781","35731","","","0","LARGE","6764","1994","30","A","Y","GORIZONT 30","1994-030A","23108"
"1993-073E","23118","ROCKET BODY","METEOSAT 6 AKM","ESA","1993-11-20","FRGUI","","1440.09","15.10","36137","35592","","","0","MEDIUM","6764","1993","73","E","Y","METEOSAT 6 AKM","1993-073E","23118"
"1994-038A","23168","PAYLOAD","COSMOS 2282","CIS","1994-07-06","TTMTR","","1434.76","14.11","35790","35731","","","0","LARGE","6765","1994","38","A","Y","COSMOS 2282","1994-038A","23168"
"1994-038D","23171","ROCKET BODY","SL-12 R/B(2)","CIS","1994-07-06","TTMTR","","1448.19","14.31","36112","35934","","","0","LARGE","6762","1994","38","D","Y","SL-12 R/B(2)","1994-038D","23171"
"1994-043A","23185","PAYLOAD","APSTAR 1","PRC","1994-07-21","XSC","","1448.96","10.51","36068","36008","","","0","LARGE","6765","1994","43","A","Y","APSTAR 1","1994-043A","23185"
"1994-060A","23267","PAYLOAD","COSMOS 2291","CIS","1994-09-21","TTMTR","","1436.52","14.73","35808","35782","","","0","LARGE","6764","1994","60","A","Y","COSMOS 2291","1994-060A","23267"
"1994-060D","23270","ROCKET BODY","SL-12 R/B(2)","CIS","1994-09-21","TTMTR","","1438.89","14.78","35865","35817","","","0","LARGE","6765","1994","60","D","Y","SL-12 R/B(2)","1994-060D","23270"
"1994-065B","23314","PAYLOAD","THAICOM 2","THAI","1994-10-08","FRGUI","","1445.86","6.53","35996","35959","","","0","LARGE","6765","1994","65","B","Y","THAICOM 2","1994-065B","23314"
"1994-067A","23319","PAYLOAD","EXPRESS 1","CIS","1994-10-13","TTMTR","","1442.58","13.53","35940","35887","","","0","LARGE","6765","1994","67","A","Y","EXPRESS 1","1994-067A","23319"
"1994-067D","23322","ROCKET BODY","SL-12 R/B(2)","CIS","1994-10-13","TTMTR","","1435.41","15.05","35795","35751","","","0","LARGE","6765","1994","67","D","Y","SL-12 R/B(2)","1994-067D","23322"
"1994-069A","23327","PAYLOAD","ELEKTRO (GOMS)","CIS","1994-10-31","TTMTR","","1436.32","15.07","35821","35760","","","0","SMALL","6765","1994","69","A","Y","ELEKTRO (GOMS)","1994-069A","23327"
"1994-069D","23330","ROCKET BODY","SL-12 R/B(2)","CIS","1994-10-31","TTMTR","","1438.17","15.06","35907","35747","","","0","LARGE","6765","1994","69","D","Y","SL-12 R/B(2)","1994-069D","23330"
"1994-070A","23331","PAYLOAD","ASTRA 1D","SES","1994-11-01","FRGUI","","1436.07","8.34","35802","35770","","","0","LARGE","6765","1994","70","A","Y","ASTRA 1D","1994-070A","23331"
"1994-082A","23426","PAYLOAD","LUCH","CIS","1994-12-16","TTMTR","","1436.10","14.64","35794","35779","","","0","LARGE","6763","1994","82","A","Y","LUCH","1994-082A","23426"
"1994-087A","23448","PAYLOAD","RADUGA 32","CIS","1994-12-28","TTMTR","","1436.17","14.71","35823","35753","","","0","LARGE","6765","1994","87","A","Y","RADUGA 32","1994-087A","23448"
"1994-087D","23451","ROCKET BODY","SL-12 R/B(2)","CIS","1994-12-28","TTMTR","","1438.80","14.73","35873","35806","","","0","LARGE","6764","1994","87","D","Y","SL-12 R/B(2)","1994-087D","23451"
"1995-011B","23522","PAYLOAD","HIMAWARI 5 (GMS 5)","JPN","1995-03-18","TNSTA","","1448.56","13.05","36043","36018","","","0","LARGE","6763","1995","11","B","Y","HIMAWARI 5 (GMS 5)","1995-011B","23522"
"1995-016B","23537","PAYLOAD","HOT BIRD 1","EUTE","1995-03-28","FRGUI","","1449.90","9.72","36064","36049","","","0","LARGE","6765","1995","16","B","Y","HOT BIRD 1","1995-016B","23537"
"1995-019A","23553","PAYLOAD","AMSC 1","US","1995-04-07","AFETR","","1436.08","10.70","35799","35773","","","0","LARGE","6765","1995","19","A","Y","AMSC 1","1995-019A","23553"
"1995-035B","23613","PAYLOAD","TDRS 7","US","1995-07-13","AFETR","","1436.16","14.63","35902","35674","","","0","LARGE","6764","1995","35","B","Y","TDRS 7","1995-035B","23613"
"1995-035D","23615","ROCKET BODY","IUS R/B(2)","US","1995-07-13","AFETR","","1432.76","17.03","35749","35694","","","0","LARGE","6765","1995","35","D","Y","IUS R/B(2)","1995-035D","23615"
"1995-041A","23639","PAYLOAD","KOREASAT 1","SKOR","1995-08-05","AFETR","","1444.74","14.14","35979","35932","","","0","LARGE","6765","1995","41","A","Y","KOREASAT 1","1995-041A","23639"
"1995-045A","23653","PAYLOAD","COSMOS 2319","CIS","1995-08-30","TTMTR","","1436.63","14.52","35820","35774","","","0","LARGE","6765","1995","45","A","Y","COSMOS 2319","1995-045A","23653"
"1995-045D","23656","ROCKET BODY","SL-12 R/B(2)","CIS","1995-08-30","TTMTR","","1438.08","14.55","35918","35732","","","0","LARGE","6764","1995","45","D","Y","SL-12 R/B(2)","1995-045D","23656"
"1995-049A","23670","PAYLOAD","TELSTAR 4 (TELSTAR 402R)","US","1995-09-24","FRGUI","","1436.11","11.35","35817","35757","","","0","LARGE","6765","1995","49","A","Y","TELSTAR 4 (TELSTAR 402R)","1995-049A","23670"
"1995-054A","23680","PAYLOAD","LUCH 1","CIS","1995-10-11","TTMTR","","1436.01","14.32","35799","35771","","","0","LARGE","6760","1995","54","A","Y","LUCH 1","1995-054A","23680"
"1995-054D","23683","ROCKET BODY","SL-12 R/B(2)","CIS","1995-10-11","TTMTR","","1434.53","14.31","35837","35674","","","0","LARGE","6764","1995","54","D","Y","SL-12 R/B(2)","1995-054D","23683"
"1995-063A","23717","PAYLOAD","GALS 2","CIS","1995-11-17","TTMTR","","1441.74","13.42","35946","35848","","","0","LARGE","6765","1995","63","A","Y","GALS 2","1995-063A","23717"
"1995-063D","23720","ROCKET BODY","SL-12 R/B(2)","CIS","1995-11-17","TTMTR","","1437.10","14.91","35966","35646","","","0","LARGE","6764","1995","63","D","Y","SL-12 R/B(2)","1995-063D","23720"
"1995-067B","23731","PAYLOAD","INSAT 2C","IND","1995-12-06","FRGUI","","1443.08","12.55","35953","35893","","","0","LARGE","6765","1995","67","B","Y","INSAT 2C","1995-067B","23731"
"1995-069A","23741","PAYLOAD","GALAXY 3R","US","1995-12-15","AFETR","","1435.59","10.66","35798","35755","","","0","LARGE","6764","1995","69","A","Y","GALAXY 3R","1995-069A","23741"
"1996-003A","23768","PAYLOAD","ABS 1A (KOREASAT 2)","SKOR","1996-01-14","AFETR","","1442.95","8.95","35935","35907","","","0","LARGE","6765","1996","3","A","Y","ABS 1A (KOREASAT 2)","1996-003A","23768"
"1996-005A","23775","PAYLOAD","GORIZONT 31","CIS","1996-01-25","TTMTR","","1441.52","14.36","35969","35816","","","0","LARGE","6765","1996","5","A","Y","GORIZONT 31","1996-005A","23775"
"1996-006A","23779","PAYLOAD","PAKSAT 1 (ANATOLIA 1)","PAKI","1996-02-01","AFETR","","1445.81","5.28","36008","35945","","","0","LARGE","6765","1996","6","A","Y","PAKSAT 1 (ANATOLIA 1)","1996-006A","23779"
"1996-020A","23839","PAYLOAD","INMARSAT 3-F1","IM","1996-04-03","AFETR","","1436.09","4.99","35811","35762","","","0","LARGE","6765","1996","20","A","Y","INMARSAT 3-F1","1996-020A","23839"
"1996-021A","23842","PAYLOAD","ASTRA 1F","SES","1996-04-08","TTMTR","","1436.11","0.05","35806","35768","","","0","LARGE","6765","1996","21","A","Y","ASTRA 1F","1996-021A","23842"
"1996-022A","23846","PAYLOAD","MSAT M1","CA","1996-04-20","FRGUI","","1436.09","8.52","35808","35765","","","0","LARGE","6764","1996","22","A","Y","MSAT M1","1996-022A","23846"
"1996-033A","23877","PAYLOAD","GALAXY 9","US","1996-05-24","AFETR","","1446.62","7.71","36014","35971","","","0","LARGE","6765","1996","33","A","Y","GALAXY 9","1996-033A","23877"
"1996-034A","23880","PAYLOAD","GORIZONT 32","CIS","1996-05-25","TTMTR","","1437.26","14.28","35866","35752","","","0","LARGE","6765","1996","34","A","Y","GORIZONT 32","1996-034A","23880"
"1996-040B","23949","PAYLOAD","TURKSAT 1C","TURK","1996-07-09","FRGUI","","1437.65","7.95","35841","35793","","","0","LARGE","6764","1996","40","B","Y","TURKSAT 1C","1996-040B","23949"
"1996-053A","24307","PAYLOAD","INMARSAT 3-F2","IM","1996-09-06","TTMTR","","1436.09","3.72","35812","35761","","","0","LARGE","6764","1996","53","A","Y","INMARSAT 3-F2","1996-053A","24307"
"1996-055A","24313","PAYLOAD","ECHOSTAR 2","US","1996-09-11","FRGUI","","1437.09","7.71","35828","35784","","","0","LARGE","6765","1996","55","A","Y","ECHOSTAR 2","1996-055A","24313"
"1996-054A","24315","PAYLOAD","AMC-1 (GE-1)","SES","1996-09-08","AFETR","","1436.10","2.70","35797","35776","","","0","LARGE","6765","1996","54","A","Y","AMC-1 (GE-1)","1996-054A","24315"
"1996-058A","24435","PAYLOAD","EXPRESS 2","CIS","1996-09-26","TTMTR","","1436.04","14.52","35837","35734","","","0","LARGE","6765","1996","58","A","Y","EXPRESS 2","1996-058A","24435"
"1996-058D","24438","ROCKET BODY","SL-12 R/B(2)","CIS","1996-09-26","TTMTR","","1436.51","14.76","35827","35762","","","0","LARGE","6765","1996","58","D","Y","SL-12 R/B(2)","1996-058D","24438"
"1996-063A","24652","PAYLOAD","ARABSAT 2B","AB","1996-11-13","FRGUI","","1448.49","4.77","36048","36010","","","0","LARGE","6764","1996","63","A","Y","ARABSAT 2B","1996-063A","24652"
"1996-063B","24653","PAYLOAD","MEASAT 2","MALA","1996-11-13","FRGUI","","1444.93","8.26","35974","35945","","","0","LARGE","6764","1996","63","B","Y","MEASAT 2","1996-063B","24653"
"1996-070A","24674","PAYLOAD","INMARSAT 3-F3","IM","1996-12-18","AFETR","","1436.06","4.48","35808","35763","","","0","LARGE","6764","1996","70","A","Y","INMARSAT 3-F3","1996-070A","24674"
"1995-062C","24700","DEBRIS","ISO DEB","ESA","1995-11-17","FRGUI","","1436.44","1.98","70506","1081","","","0","LARGE","6764","1995","62","C","Y","ISO DEB","1995-062C","24700"
"1997-002A","24713","PAYLOAD","AMC-2 (GE-2)","SES","1997-01-30","FRGUI","","1436.10","5.32","35807","35766","","","0","LARGE","6764","1997","2","A","Y","AMC-2 (GE-2)","1997-002A","24713"
"1997-002B","24714","PAYLOAD","NAHUEL 1A","ARGN","1997-01-30","FRGUI","","1448.87","8.53","36060","36013","","","0","LARGE","6765","1997","2","B","Y","NAHUEL 1A","1997-002B","24714"
"1997-007A","24732","PAYLOAD","INTELSAT 26 (JCSAT 4)","ITSO","1997-02-17","AFETR","","1436.10","8.25","35805","35768","","","0","LARGE","6765","1997","7","A","Y","INTELSAT 26 (JCSAT 4)","1997-007A","24732"
"1997-021A","24798","PAYLOAD","DFH-3 2","PRC","1997-05-11","XSC","","1437.02","11.14","35821","35789","","","0","LARGE","6765","1997","21","A","Y","DFH-3 2","1997-021A","24798"
"1997-026A","24812","PAYLOAD","GALAXY 25 (TELSTAR 5)","US","1997-05-24","TTMTR","","1436.10","0.64","35801","35772","","","0","LARGE","6765","1997","26","A","Y","GALAXY 25 (TELSTAR 5)","1997-026A","24812"
"1997-027A","24819","PAYLOAD","INMARSAT 3-F4","IM","1997-06-03","FRGUI","","1447.20","6.67","36035","35972","","","0","LARGE","6764","1997","27","A","Y","INMARSAT 3-F4","1997-027A","24819"
"1997-041A","24894","PAYLOAD","COSMOS 2345","CIS","1997-08-14","TTMTR","","1436.36","13.94","36498","35085","","","0","LARGE","6764","1997","41","A","Y","COSMOS 2345","1997-041A","24894"
"1997-041D","24897","ROCKET BODY","SL-12 R/B(2)","CIS","1997-08-14","TTMTR","","1440.13","14.01","37396","34335","","","0","LARGE","6764","1997","41","D","Y","SL-12 R/B(2)","1997-041D","24897"
"1997-046A","24916","PAYLOAD","INTELSAT 5 (PAS 5)","US","1997-08-28","TTMTR","","1436.12","4.59","35803","35771","","","0","LARGE","6765","1997","46","A","Y","INTELSAT 5 (PAS 5)","1997-046A","24916"
"1997-050A","24936","PAYLOAD","AMC-3 (GE-3)","SES","1997-09-04","AFETR","","1436.10","1.53","35797","35777","","","0","LARGE","6765","1997","50","A","Y","AMC-3 (GE-3)","1997-050A","24936"
"1997-053A","24957","PAYLOAD","NSS 5 (INTELSAT 803)","NETH","1997-09-23","FRGUI","","1436.13","4.87","35798","35777","","","0","LARGE","6764","1997","53","A","Y","NSS 5 (INTELSAT 803)","1997-053A","24957"
"1997-070A","25045","PAYLOAD","KUPON","CIS","1997-11-12","TTMTR","","1436.04","14.48","35817","35754","","","0","MEDIUM","6765","1997","70","A","Y","KUPON","1997-070A","25045"
"1997-070D","25048","ROCKET BODY","SL-12 R/B(2)","CIS","1997-11-12","TTMTR","","1445.34","14.71","36014","35921","","","0","LARGE","6761","1997","70","D","Y","SL-12 R/B(2)","1997-070D","25048"
"1997-071A","25049","PAYLOAD","SIRIUS 2 (GE-1E)","SWED","1997-11-11","FRGUI","","1448.56","7.49","36052","36008","","","0","LARGE","6764","1997","71","A","Y","SIRIUS 2 (GE-1E)","1997-071A","25049"
"1997-071B","25050","PAYLOAD","INDOSTAR 1","INDO","1997-11-11","FRGUI","","1435.75","9.91","35806","35753","","","0","LARGE","6765","1997","71","B","Y","INDOSTAR 1","1997-071B","25050"
"1997-076A","25071","PAYLOAD","ASTRA 1G","SES","1997-12-02","TTMTR","","1436.12","3.42","35801","35773","","","0","LARGE","6765","1997","76","A","Y","ASTRA 1G","1997-076A","25071"
"1997-078A","25086","PAYLOAD","GALAXY 8","US","1997-12-08","AFETR","","1444.26","12.12","35984","35908","","","0","LARGE","6765","1997","78","A","Y","GALAXY 8","1997-078A","25086"
"1997-083A","25110","PAYLOAD","INTELSAT 804","ITSO","1997-12-21","FRGUI","","1436.57","10.36","35831","35761","","","0","LARGE","6765","1997","83","A","Y","INTELSAT 804","1997-083A","25110"
"1997-086A","25126","PAYLOAD","HGS-1 (ASIASAT 3)","US","1997-12-24","TTMTR","","1435.20","8.70","35962","35576","","","0","LARGE","6765","1997","86","A","Y","HGS-1 (ASIASAT 3)","1997-086A","25126"
"1998-006B","25153","PAYLOAD","INMARSAT 3-F5","IM","1998-02-04","FRGUI","","1436.15","3.65","35807","35769","","","0","LARGE","6765","1998","6","B","Y","INMARSAT 3-F5","1998-006B","25153"
"1998-025A","25315","PAYLOAD","COSMOS 2350","CIS","1998-04-29","TTMTR","","1436.24","12.80","35795","35784","","","0","LARGE","6761","1998","25","A","Y","COSMOS 2350","1998-025A","25315"
"1998-025D","25318","ROCKET BODY","SL-12 R/B(2)","CIS","1998-04-29","TTMTR","","1439.04","12.82","35964","35724","","","0","LARGE","6765","1998","25","D","Y","SL-12 R/B(2)","1998-025D","25318"
"1997-049E","25353","ROCKET BODY","METEOSAT 7 AKM","ESA","1997-09-02","FRGUI","","1430.87","13.53","36028","35340","","","0","MEDIUM","6764","1997","49","E","Y","METEOSAT 7 AKM","1997-049E","25353"
"1998-035A","25358","PAYLOAD","THOR 3","NOR","1998-06-10","AFETR","","1436.10","6.32","35795","35779","","","0","LARGE","6763","1998","35","A","Y","THOR 3","1998-035A","25358"
"1998-037A","25371","PAYLOAD","INTELSAT 805","ITSO","1998-06-18","AFETR","","1436.09","1.17","35799","35774","","","0","LARGE","6765","1998","37","A","Y","INTELSAT 805","1998-037A","25371"
"1998-050A","25462","PAYLOAD","ASTRA 2A","SES","1998-08-30","TTMTR","","1436.15","0.33","35799","35776","","","0","LARGE","6764","1998","50","A","Y","ASTRA 2A","1998-050A","25462"
"1998-063B","25516","PAYLOAD","AMC-5 (GE-5)","SES","1998-10-28","FRGUI","","1449.68","6.33","36072","36032","","","0","LARGE","6765","1998","63","B","Y","AMC-5 (GE-5)","1998-063B","25516"
"1999-006A","25630","PAYLOAD","JCSAT 6","JPN","1999-02-16","AFETR","","1436.07","3.40","35795","35777","","","0","LARGE","6763","1999","6","A","Y","JCSAT 6","1999-006A","25630"
"1999-009A","25638","PAYLOAD","ARABSAT 3A","AB","1999-02-26","FRGUI","","1437.56","7.58","35852","35778","","","0","LARGE","6765","1999","9","A","Y","ARABSAT 3A","1999-009A","25638"
"1999-009B","25639","PAYLOAD","SKYNET 4E","UK","1999-02-26","FRGUI","","1436.08","10.54","35801","35771","","","0","LARGE","6764","1999","9","B","Y","SKYNET 4E","1999-009B","25639"
"1999-010A","25642","PAYLOAD","RADUGA 1-4","CIS","1999-02-28","TTMTR","","1436.16","14.55","35814","35762","","","0","LARGE","6764","1999","10","A","Y","RADUGA 1-4","1999-010A","25642"
"1999-013A","25657","PAYLOAD","ASIASAT 3S","AC","1999-03-21","TTMTR","","1436.14","3.60","35804","35771","","","0","LARGE","6765","1999","13","A","Y","ASIASAT 3S","1999-013A","25657"
"1999-016A","25666","PAYLOAD","INSAT 2E (APR-1)","IND","1999-04-02","FRGUI","","1444.89","6.25","36009","35908","","","0","LARGE","6764","1999","16","A","Y","INSAT 2E (APR-1)","1999-016A","25666"
"1999-027A","25740","PAYLOAD","NIMIQ 1","CA","1999-05-20","TTMTR","","1436.09","0.04","35808","35765","","","0","LARGE","6765","1999","27","A","Y","NIMIQ 1","1999-027A","25740"
"1999-033A","25785","PAYLOAD","ASTRA 1H","SES","1999-06-18","TTMTR","","1436.12","4.85","35801","35773","","","0","LARGE","6764","1999","33","A","Y","ASTRA 1H","1999-033A","25785"
"1999-042A","25880","PAYLOAD","TELKOM 1","INDO","1999-08-12","FRGUI","","1435.83","1.00","35887","35676","","","0","LARGE","6765","1999","42","A","Y","TELKOM 1","1999-042A","25880"
"1999-046A","25894","PAYLOAD","ABS 7 (KOREASAT 3)","SKOR","1999-09-04","FRGUI","","1436.07","0.06","35794","35779","","","0","LARGE","6765","1999","46","A","Y","ABS 7 (KOREASAT 3)","1999-046A","25894"
"1999-047A","25896","PAYLOAD","YAMAL 101","CIS","1999-09-06","TTMTR","","1442.05","13.93","36278","35528","","","0","LARGE","6765","1999","47","A","Y","YAMAL 101","1999-047A","25896"
"1999-047B","25897","PAYLOAD","YAMAL 102","CIS","1999-09-06","TTMTR","","1440.14","11.45","35906","35825","","","0","LARGE","6764","1999","47","B","Y","YAMAL 102","1999-047B","25897"
"1999-047E","25900","ROCKET BODY","SL-12 R/B(2)","CIS","1999-09-06","TTMTR","","1438.42","13.87","36266","35398","","","0","LARGE","6760","1999","47","E","Y","SL-12 R/B(2)","1999-047E","25900"
"1999-053A","25924","PAYLOAD","ABS 6 (LMI 1)","PRC","1999-09-26","TTMTR","","1436.11","0.01","35797","35776","","","0","LARGE","6765","1999","53","A","Y","ABS 6 (LMI 1)","1999-053A","25924"
"1999-059A","25949","PAYLOAD","TELSTAR 12 (ORION 2)","US","1999-10-19","FRGUI","","1436.10","2.05","35799","35775","","","0","LARGE","6764","1999","59","A","Y","TELSTAR 12 (ORION 2)","1999-059A","25949"
"1999-060A","25954","PAYLOAD","AMC-4 (GE-4)","SES","1999-11-13","FRGUI","","1436.10","0.01","35796","35777","","","0","LARGE","6765","1999","60","A","Y","AMC-4 (GE-4)","1999-060A","25954"
"1999-071A","26038","PAYLOAD","GALAXY 11","US","1999-12-22","FRGUI","","1436.11","0.03","35788","35786","","","0","LARGE","6765","1999","71","A","Y","GALAXY 11","1999-071A","26038"
"2000-002A","26056","PAYLOAD","GALAXY 10R","US","2000-01-25","FRGUI","","1445.13","7.93","35978","35948","","","0","LARGE","6764","2000","2","A","Y","GALAXY 10R","2000-002A","26056"
"2000-011A","26089","PAYLOAD","GARUDA 1","INDO","2000-02-12","TTMTR","","1441.42","2.96","35919","35862","","","0","LARGE","6765","2000","11","A","Y","GARUDA 1","2000-011A","26089"
"2000-016A","26107","PAYLOAD","ASIASTAR","US","2000-03-21","FRGUI","","1436.15","2.80","35806","35770","","","0","LARGE","6765","2000","16","A","Y","ASIASTAR","2000-016A","26107"
"2000-016B","26108","PAYLOAD","INSAT 3B","IND","2000-03-21","FRGUI","","1444.82","5.31","35999","35916","","","0","LARGE","6762","2000","16","B","Y","INSAT 3B","2000-016B","26108"
"2000-019D","26246","ROCKET BODY","SL-12 R/B(2)","CIS","2000-04-17","TTMTR","","1446.43","13.74","36068","35909","","","0","LARGE","6765","2000","19","D","Y","SL-12 R/B(2)","2000-019D","26246"
"2000-020A","26298","PAYLOAD","GALAXY 4R","US","2000-04-19","FRGUI","","1442.27","9.25","35935","35880","","","0","LARGE","6764","2000","20","A","Y","GALAXY 4R","2000-020A","26298"
"2000-028A","26369","PAYLOAD","EUTE 36A (EUTE W4)","EUTE","2000-05-24","AFETR","","1436.09","2.15","35807","35766","","","0","LARGE","6764","2000","28","A","Y","EUTE 36A (EUTE W4)","2000-028A","26369"
"2000-029A","26372","PAYLOAD","GORIZONT 33","CIS","2000-06-06","TTMTR","","1436.36","12.34","35808","35776","","","0","LARGE","6765","2000","29","A","Y","GORIZONT 33","2000-029A","26372"
"2000-029B","26373","ROCKET BODY","BREEZE-M R/B","CIS","2000-06-06","TTMTR","","1435.58","12.05","36920","34633","","","0","LARGE","6762","2000","29","B","Y","BREEZE-M R/B","2000-029B","26373"
"2000-031D","26381","ROCKET BODY","SL-12 R/B(2)","CIS","2000-06-24","TTMTR","","1448.16","13.46","36067","35978","","","0","LARGE","6765","2000","31","D","Y","SL-12 R/B(2)","2000-031D","26381"
"2000-032A","26382","PAYLOAD","FENGYUN 2B","PRC","2000-06-25","XSC","","1438.52","10.56","35862","35806","","","0","LARGE","6763","2000","32","A","Y","FENGYUN 2B","2000-032A","26382"
"2000-034A","26388","PAYLOAD","TDRS 8","US","2000-06-30","AFETR","","1436.04","8.36","35836","35734","","","0","LARGE","6765","2000","34","A","Y","TDRS 8","2000-034A","26388"
"2000-036A","26394","PAYLOAD","COSMOS 2371","CIS","2000-07-04","TTMTR","","1435.94","12.36","35793","35774","","","0","LARGE","6764","2000","36","A","Y","COSMOS 2371","2000-036A","26394"
"2000-036D","26397","ROCKET BODY","SL-12 R/B(2)","CIS","2000-07-04","TTMTR","","1436.77","12.34","35879","35720","","","0","LARGE","6765","2000","36","D","Y","SL-12 R/B(2)","2000-036D","26397"
"2000-043A","26451","PAYLOAD","INTELSAT 9 (PAS 9)","US","2000-07-28","SEAL","","1434.31","4.58","35769","35734","","","0","LARGE","6765","2000","43","A","Y","INTELSAT 9 (PAS 9)","2000-043A","26451"
"2000-032C","26460","ROCKET BODY","FENGYUN 2B AKM","PRC","2000-06-25","XSC","","1437.80","12.89","35931","35709","","","0","LARGE","6764","2000","32","C","Y","FENGYUN 2B AKM","2000-032C","26460"
"2000-046A","26469","PAYLOAD","BRAZILSAT B4","BRAZ","2000-08-17","FRGUI","","1436.10","2.77","35797","35776","","","0","LARGE","6764","2000","46","A","Y","BRAZILSAT B4","2000-046A","26469"
"2000-049A","26477","PAYLOAD","RADUGA 1-5","CIS","2000-08-28","TTMTR","","1435.33","12.27","35789","35754","","","0","LARGE","6765","2000","49","A","Y","RADUGA 1-5","2000-049A","26477"
"2000-054A","26494","PAYLOAD","ASTRA 2B","SES","2000-09-14","FRGUI","","1436.07","3.32","35807","35765","","","0","LARGE","6764","2000","54","A","Y","ASTRA 2B","2000-054A","26494"
"2000-054B","26495","PAYLOAD","AMC-7 (GE-7)","SES","2000-09-14","FRGUI","","1436.12","0.10","35798","35776","","","0","LARGE","6765","2000","54","B","Y","AMC-7 (GE-7)","2000-054B","26495"
"2000-059A","26554","PAYLOAD","NSS 11 (AAP-1)","SES","2000-10-01","TTMTR","","1436.11","0.03","35794","35779","","","0","LARGE","6765","2000","59","A","Y","NSS 11 (AAP-1)","2000-059A","26554"
"2000-060A","26559","PAYLOAD","NSAT 110","JPN","2000-10-06","FRGUI","","1436.11","0.08","35793","35780","","","0","LARGE","6765","2000","60","A","Y","NSAT 110","2000-060A","26559"
"2000-067A","26580","PAYLOAD","AMC-6 (GE-6)","SES","2000-10-21","TTMTR","","1436.09","0.01","35798","35775","","","0","LARGE","6765","2000","67","A","Y","AMC-6 (GE-6)","2000-067A","26580"
"2000-068A","26590","PAYLOAD","INTELSAT 12 (PAS 12)","ESA","2000-10-29","FRGUI","","1436.06","1.64","35808","35764","","","0","LARGE","6765","2000","68","A","Y","INTELSAT 12 (PAS 12)","2000-068A","26590"
"2000-072A","26608","PAYLOAD","INTELSAT 1R (PAS 1R)","US","2000-11-16","FRGUI","","1436.09","1.43","35794","35779","","","0","LARGE","6762","2000","72","A","Y","INTELSAT 1R (PAS 1R)","2000-072A","26608"
"2000-076A","26624","PAYLOAD","ANIK F1","CA","2000-11-21","FRGUI","","1436.10","0.01","35793","35780","","","0","LARGE","6765","2000","76","A","Y","ANIK F1","2000-076A","26624"
"2000-081A","26638","PAYLOAD","ASTRA 2D","SES","2000-12-20","FRGUI","","1436.05","4.68","35794","35778","","","0","MEDIUM","6764","2000","81","A","Y","ASTRA 2D","2000-081A","26638"
"2000-081B","26639","PAYLOAD","AMC-8 (GE-8)","SES","2000-12-20","FRGUI","","1436.12","0.01","35799","35775","","","0","LARGE","6765","2000","81","B","Y","AMC-8 (GE-8)","2000-081B","26639"
"2001-005B","26695","PAYLOAD","SKYNET 4F","UK","2001-02-07","FRGUI","","1436.10","9.46","35797","35776","","","0","LARGE","6763","2001","5","B","Y","SKYNET 4F","2001-005B","26695"
